sample	motif	gene	gene_expression_fc	motif_enrichment_fc	motif_enrichment_minuslog10_fdr	cor_qv	cor_fc	reporterline	condition	id
JGA5_FoxPos	ARCH640_SP1_SP3_SP4_Sp4	Nvec_vc1.1_XM_032384447.2	-0.288981915642454	-0.100474102940408	0	-0.621179634877597	-0.575546801300436	Fox	positive	ARCH640_SP1_SP3_SP4_Sp4 | Nvec_vc1.1_XM_032384447.2
JGA7_FoxPos	ARCH640_SP1_SP3_SP4_Sp4	Nvec_vc1.1_XM_032384447.2	0.231250710982516	-0.153085232176505	0	-0.621179634877597	-0.575546801300436	Fox	positive	ARCH640_SP1_SP3_SP4_Sp4 | Nvec_vc1.1_XM_032384447.2
JGC1_NcolPos	ARCH640_SP1_SP3_SP4_Sp4	Nvec_vc1.1_XM_032384447.2	-0.802431933918392	0.0725089186298301	0.273745044810634	-0.621179634877597	-0.575546801300436	Ncol	positive	ARCH640_SP1_SP3_SP4_Sp4 | Nvec_vc1.1_XM_032384447.2
JGC3_NcolPos	ARCH640_SP1_SP3_SP4_Sp4	Nvec_vc1.1_XM_032384447.2	-0.629231046842551	0.0393611888439124	0.179595524353126	-0.621179634877597	-0.575546801300436	Ncol	positive	ARCH640_SP1_SP3_SP4_Sp4 | Nvec_vc1.1_XM_032384447.2
JGC5_NcolPos	ARCH640_SP1_SP3_SP4_Sp4	Nvec_vc1.1_XM_032384447.2	-0.554482290437167	0.0159271290994421	0.127566991473144	-0.621179634877597	-0.575546801300436	Ncol	positive	ARCH640_SP1_SP3_SP4_Sp4 | Nvec_vc1.1_XM_032384447.2
JGC7_NcolPos	ARCH640_SP1_SP3_SP4_Sp4	Nvec_vc1.1_XM_032384447.2	-0.556042436540198	0.136755743494654	0.596607508829001	-0.621179634877597	-0.575546801300436	Ncol	positive	ARCH640_SP1_SP3_SP4_Sp4 | Nvec_vc1.1_XM_032384447.2
JGD1_ElavPos	ARCH640_SP1_SP3_SP4_Sp4	Nvec_vc1.1_XM_032384447.2	1.20404383715318	-0.00134329331842828	0.0227182047077627	-0.621179634877597	-0.575546801300436	Elav	positive	ARCH640_SP1_SP3_SP4_Sp4 | Nvec_vc1.1_XM_032384447.2
JGD3_ElavPos	ARCH640_SP1_SP3_SP4_Sp4	Nvec_vc1.1_XM_032384447.2	0.873186026283055	-0.0853618927932669	0	-0.621179634877597	-0.575546801300436	Elav	positive	ARCH640_SP1_SP3_SP4_Sp4 | Nvec_vc1.1_XM_032384447.2
JGD5_ElavPos	ARCH640_SP1_SP3_SP4_Sp4	Nvec_vc1.1_XM_032384447.2	0.918427350292405	-0.0360131842430266	0	-0.621179634877597	-0.575546801300436	Elav	positive	ARCH640_SP1_SP3_SP4_Sp4 | Nvec_vc1.1_XM_032384447.2
JGD7_ElavPos	ARCH640_SP1_SP3_SP4_Sp4	Nvec_vc1.1_XM_032384447.2	0.900992394507866	-0.130050383184022	0	-0.621179634877597	-0.575546801300436	Elav	positive	ARCH640_SP1_SP3_SP4_Sp4 | Nvec_vc1.1_XM_032384447.2
JGA1_FoxPos	ARCH1447_islike:PRD_ARX_PRD_ARX	Nvec_vc1.1_XM_032371032.2	1.16671235045119	0.214565641298435	1.7758159949676	-0.609636523055326	-0.58560945590554	Fox	positive	ARCH1447_islike:PRD_ARX_PRD_ARX | Nvec_vc1.1_XM_032371032.2
JGA3_FoxPos	ARCH1447_islike:PRD_ARX_PRD_ARX	Nvec_vc1.1_XM_032371032.2	-0.639385787141949	0.146121549504694	0.563979556257398	-0.609636523055326	-0.58560945590554	Fox	positive	ARCH1447_islike:PRD_ARX_PRD_ARX | Nvec_vc1.1_XM_032371032.2
JGA5_FoxPos	ARCH1447_islike:PRD_ARX_PRD_ARX	Nvec_vc1.1_XM_032371032.2	-1.2196085275471	0.292098368712313	2.75353370953152	-0.609636523055326	-0.58560945590554	Fox	positive	ARCH1447_islike:PRD_ARX_PRD_ARX | Nvec_vc1.1_XM_032371032.2
JGA7_FoxPos	ARCH1447_islike:PRD_ARX_PRD_ARX	Nvec_vc1.1_XM_032371032.2	-0.509493843709424	0.242783715548197	1.73571191959146	-0.609636523055326	-0.58560945590554	Fox	positive	ARCH1447_islike:PRD_ARX_PRD_ARX | Nvec_vc1.1_XM_032371032.2
JGC1_NcolPos	ARCH1447_islike:PRD_ARX_PRD_ARX	Nvec_vc1.1_XM_032371032.2	1.59115449826633	0.0454072777159597	0.186483444174457	-0.609636523055326	-0.58560945590554	Ncol	positive	ARCH1447_islike:PRD_ARX_PRD_ARX | Nvec_vc1.1_XM_032371032.2
JGC3_NcolPos	ARCH1447_islike:PRD_ARX_PRD_ARX	Nvec_vc1.1_XM_032371032.2	2.17964570176399	0.122201461588511	0.676999001588558	-0.609636523055326	-0.58560945590554	Ncol	positive	ARCH1447_islike:PRD_ARX_PRD_ARX | Nvec_vc1.1_XM_032371032.2
JGC5_NcolPos	ARCH1447_islike:PRD_ARX_PRD_ARX	Nvec_vc1.1_XM_032371032.2	2.67872509924247	0.105206130428659	0.562433645431941	-0.609636523055326	-0.58560945590554	Ncol	positive	ARCH1447_islike:PRD_ARX_PRD_ARX | Nvec_vc1.1_XM_032371032.2
JGC7_NcolPos	ARCH1447_islike:PRD_ARX_PRD_ARX	Nvec_vc1.1_XM_032371032.2	1.3782474300317	0.00096492934140531	0.0786460552113598	-0.609636523055326	-0.58560945590554	Ncol	positive	ARCH1447_islike:PRD_ARX_PRD_ARX | Nvec_vc1.1_XM_032371032.2
JGD1_ElavPos	ARCH1447_islike:PRD_ARX_PRD_ARX	Nvec_vc1.1_XM_032371032.2	0.162847868338153	0.0166613500896139	0.0712696927794948	-0.609636523055326	-0.58560945590554	Elav	positive	ARCH1447_islike:PRD_ARX_PRD_ARX | Nvec_vc1.1_XM_032371032.2
JGD3_ElavPos	ARCH1447_islike:PRD_ARX_PRD_ARX	Nvec_vc1.1_XM_032371032.2	-1.24115564518238	0.159955639813577	1.06312911762487	-0.609636523055326	-0.58560945590554	Elav	positive	ARCH1447_islike:PRD_ARX_PRD_ARX | Nvec_vc1.1_XM_032371032.2
JGD5_ElavPos	ARCH1447_islike:PRD_ARX_PRD_ARX	Nvec_vc1.1_XM_032371032.2	-0.792011342278638	0.181622656378221	1.58868485575668	-0.609636523055326	-0.58560945590554	Elav	positive	ARCH1447_islike:PRD_ARX_PRD_ARX | Nvec_vc1.1_XM_032371032.2
JGD7_ElavPos	ARCH1447_islike:PRD_ARX_PRD_ARX	Nvec_vc1.1_XM_032371032.2	-1.55416232307597	0.235539672830421	2.33917069248188	-0.609636523055326	-0.58560945590554	Elav	positive	ARCH1447_islike:PRD_ARX_PRD_ARX | Nvec_vc1.1_XM_032371032.2
JGA1_FoxPos	ARCH451_Homeodomains_NEMVEDRAFT_v1g113057	Nvec_vc1.1_XM_001630676.3	-3.57580027831445	0.18327158373446	1.70652133964503	-0.603964205974627	-0.712273163402657	Fox	positive	ARCH451_Homeodomains_NEMVEDRAFT_v1g113057 | Nvec_vc1.1_XM_001630676.3
JGA3_FoxPos	ARCH451_Homeodomains_NEMVEDRAFT_v1g113057	Nvec_vc1.1_XM_001630676.3	-1.1650070717949	0.117908951594572	0.507054617321382	-0.603964205974627	-0.712273163402657	Fox	positive	ARCH451_Homeodomains_NEMVEDRAFT_v1g113057 | Nvec_vc1.1_XM_001630676.3
JGA5_FoxPos	ARCH451_Homeodomains_NEMVEDRAFT_v1g113057	Nvec_vc1.1_XM_001630676.3	0.250642042262264	0.119444419463076	0.671641606286806	-0.603964205974627	-0.712273163402657	Fox	positive	ARCH451_Homeodomains_NEMVEDRAFT_v1g113057 | Nvec_vc1.1_XM_001630676.3
JGA7_FoxPos	ARCH451_Homeodomains_NEMVEDRAFT_v1g113057	Nvec_vc1.1_XM_001630676.3	-0.652402184566427	0.13689997020811	0.813011493720461	-0.603964205974627	-0.712273163402657	Fox	positive	ARCH451_Homeodomains_NEMVEDRAFT_v1g113057 | Nvec_vc1.1_XM_001630676.3
JGC1_NcolPos	ARCH451_Homeodomains_NEMVEDRAFT_v1g113057	Nvec_vc1.1_XM_001630676.3	0.64959110309782	0.0249447174453675	0.139322918477271	-0.603964205974627	-0.712273163402657	Ncol	positive	ARCH451_Homeodomains_NEMVEDRAFT_v1g113057 | Nvec_vc1.1_XM_001630676.3
JGC3_NcolPos	ARCH451_Homeodomains_NEMVEDRAFT_v1g113057	Nvec_vc1.1_XM_001630676.3	0.00290536608165048	0.0318206108735661	0.178055089273319	-0.603964205974627	-0.712273163402657	Ncol	positive	ARCH451_Homeodomains_NEMVEDRAFT_v1g113057 | Nvec_vc1.1_XM_001630676.3
JGC5_NcolPos	ARCH451_Homeodomains_NEMVEDRAFT_v1g113057	Nvec_vc1.1_XM_001630676.3	-2.09230114661698	0.0935300989246268	0.578426340092273	-0.603964205974627	-0.712273163402657	Ncol	positive	ARCH451_Homeodomains_NEMVEDRAFT_v1g113057 | Nvec_vc1.1_XM_001630676.3
JGC7_NcolPos	ARCH451_Homeodomains_NEMVEDRAFT_v1g113057	Nvec_vc1.1_XM_001630676.3	0.725300397296127	0.00720532920523916	0.0914524211849688	-0.603964205974627	-0.712273163402657	Ncol	positive	ARCH451_Homeodomains_NEMVEDRAFT_v1g113057 | Nvec_vc1.1_XM_001630676.3
JGD1_ElavPos	ARCH451_Homeodomains_NEMVEDRAFT_v1g113057	Nvec_vc1.1_XM_001630676.3	-2.83904445930511	0.364070190006911	9.07729833145919	-0.603964205974627	-0.712273163402657	Elav	positive	ARCH451_Homeodomains_NEMVEDRAFT_v1g113057 | Nvec_vc1.1_XM_001630676.3
JGD3_ElavPos	ARCH451_Homeodomains_NEMVEDRAFT_v1g113057	Nvec_vc1.1_XM_001630676.3	-1.27193093147995	0.34238443359619	6.5261716464173	-0.603964205974627	-0.712273163402657	Elav	positive	ARCH451_Homeodomains_NEMVEDRAFT_v1g113057 | Nvec_vc1.1_XM_001630676.3
JGD5_ElavPos	ARCH451_Homeodomains_NEMVEDRAFT_v1g113057	Nvec_vc1.1_XM_001630676.3	-2.28695318275998	0.31387045467666	6.31391880571773	-0.603964205974627	-0.712273163402657	Elav	positive	ARCH451_Homeodomains_NEMVEDRAFT_v1g113057 | Nvec_vc1.1_XM_001630676.3
JGD7_ElavPos	ARCH451_Homeodomains_NEMVEDRAFT_v1g113057	Nvec_vc1.1_XM_001630676.3	-2.54212335510517	0.307695627855683	5.41345083854985	-0.603964205974627	-0.712273163402657	Elav	positive	ARCH451_Homeodomains_NEMVEDRAFT_v1g113057 | Nvec_vc1.1_XM_001630676.3
JGA1_FoxPos	ARCH664_E2F7_E2F8_E2F4_E2F5_E2F2_E2F3	Nvec_vc1.1_XM_001627662.3	-0.358651262177047	-0.00747139266316706	0.0358331687040367	-0.5989203316621	0.0357039570394137	Fox	positive	ARCH664_E2F7_E2F8_E2F4_E2F5_E2F2_E2F3 | Nvec_vc1.1_XM_001627662.3
JGA3_FoxPos	ARCH664_E2F7_E2F8_E2F4_E2F5_E2F2_E2F3	Nvec_vc1.1_XM_001627662.3	-0.461907392945084	0.00675334012472518	0.0602678533796055	-0.5989203316621	0.0357039570394137	Fox	positive	ARCH664_E2F7_E2F8_E2F4_E2F5_E2F2_E2F3 | Nvec_vc1.1_XM_001627662.3
