ID_Vienna	seqnames	position_of_POU_mark	start	end	JGI_ID	target_gene
NVE22509	scaffold_7	gene_body	1642408	1649176	83566	Nvec_vc1.1_XM_048729986.1
NVE22526	scaffold_7	gene_body	1771178	1807075	83376	Nvec_vc1.1_XM_032365796.2
NVE22526	scaffold_7	gene_body	1771178	1807075	83376	Nvec_vc1.1_XM_032365796.2
NVE22529	scaffold_7	gene_body	1840057	1852415	178649	Nvec_vc1.1_XM_001640642.3
NVE25219	scaffold_9	gene_body	333761	449625	60642	Nvec_vc1.1_XM_048725767.1
NVE25219	scaffold_9	gene_body	333761	449625	60642	Nvec_vc1.1_XM_048725767.1
NVE25219	scaffold_9	gene_body	333761	449625	60642	Nvec_vc1.1_XM_048725767.1
NVE25219	scaffold_9	gene_body	333761	449625	60642	Nvec_vc1.1_XM_048725767.1
NVE25219	scaffold_9	gene_body	333761	449625	60642	Nvec_vc1.1_XM_048725767.1
NVE25219	scaffold_9	gene_body	333761	449625	60642	Nvec_vc1.1_XM_048725767.1
NVE25219	scaffold_9	gene_body	333761	449625	60642	Nvec_vc1.1_XM_048725767.1
NVE25219	scaffold_9	gene_body	333761	449625	60642	Nvec_vc1.1_XM_048725767.1
NVE25219	scaffold_9	gene_body	333761	449625	60642	Nvec_vc1.1_XM_048725767.1
NVE25219	scaffold_9	gene_body	333761	449625	60642	Nvec_vc1.1_XM_048725767.1
NVE25219	scaffold_9	gene_body	333761	449625	60642	Nvec_vc1.1_XM_048725767.1
NVE25219	scaffold_9	gene_body	333761	449625	60642	Nvec_vc1.1_XM_048725767.1
NVE25219	scaffold_9	gene_body	333761	449625	60642	Nvec_vc1.1_XM_048725767.1
NVE25219	scaffold_9	gene_body	333761	449625	60642	Nvec_vc1.1_XM_048725767.1
NVE25219	scaffold_9	gene_body	333761	449625	60642	Nvec_vc1.1_XM_048725767.1
NVE25226	scaffold_9	gene_body	507737	523467	238858	Nvec_vc1.1_XM_032365290.2
NVE25269	scaffold_9	gene_body	938110	956779	84454	Nvec_vc1.1_XM_032365365.2
NVE25334	scaffold_9	gene_body	1780775	1824120	84597	Nvec_vc1.1_XM_048731779.1
NVE25334	scaffold_9	gene_body	1780775	1824120	84597	Nvec_vc1.1_XM_048731779.1
NVE25334	scaffold_9	gene_body	1780775	1824120	84597	Nvec_vc1.1_XM_048731779.1
NVE294	scaffold_10	gene_body	328905	334988	238939	Nvec_vc1.1_XM_048719390.1
NVE294	scaffold_10	gene_body	328905	334988	238939	Nvec_vc1.1_XM_032365277.2
NVE306	scaffold_10	gene_body	557177	576879	159793	Nvec_vc1.1_XM_001640017.3
NVE381	scaffold_10	gene_body	1515986	1643558	84990	Nvec_vc1.1_XM_032365133.2
NVE381	scaffold_10	gene_body	1515986	1643558	84990	Nvec_vc1.1_XM_032365133.2
NVE386	scaffold_10	gene_body	1691413	1703967	30195	Nvec_vc1.1_XM_048719934.1
NVE401	scaffold_10	gene_body	1914051	1945538	159852	Nvec_vc1.1_XM_032365154.2
NVE1225	scaffold_11	gene_body	253842	278926	239017	Nvec_vc1.1_XM_048725656.1
NVE1225	scaffold_11	gene_body	253842	278926	239017	Nvec_vc1.1_XM_048725656.1
NVE1288	scaffold_11	gene_body	1015549	1040554	159961	Nvec_vc1.1_XM_032365090.2
NVE1288	scaffold_11	gene_body	1015549	1040554	159961	Nvec_vc1.1_XM_032365090.2
NVE1293	scaffold_11	gene_body	1083630	1093378	85640	Nvec_vc1.1_XM_001639881.3
NVE1320	scaffold_11	gene_body	1309868	1329706	239067	Nvec_vc1.1_XM_032364919.2
NVE2097	scaffold_12	gene_body	469374	483852	179376	Nvec_vc1.1_XM_032364831.2
NVE2099	scaffold_12	gene_body	485563	506791	85870	Nvec_vc1.1_XM_048729430.1
NVE2100	scaffold_12	gene_body	507623	527131	85822	Nvec_vc1.1_XM_032364830.2
NVE2130	scaffold_12	gene_body	846549	867486	85851	Nvec_vc1.1_XM_001639629.3
NVE2168	scaffold_12	gene_body	1211277	1217386	85928	Nvec_vc1.1_XM_048729232.1
NVE3082	scaffold_13	gene_body	1651107	1677774	60034	Nvec_vc1.1_XM_032364424.2
NVE3093	scaffold_13	gene_body	1726085	1732574	199225	Nvec_vc1.1_XM_001639584.3
NVE3092	scaffold_13	gene_body	1724261	1740017	86632	Nvec_vc1.1_XM_001639584.3
NVE3092	scaffold_13	gene_body	1724261	1740017	86632	Nvec_vc1.1_XM_001639584.3
NVE3824	scaffold_14	gene_body	532856	564655	75568	Nvec_vc1.1_XM_048720837.1
NVE3846	scaffold_14	gene_body	797750	818537	239384	Nvec_vc1.1_XM_001639372.3
NVE3856	scaffold_14	gene_body	943616	962786	239390	Nvec_vc1.1_XM_001639301.3
NVE3859	scaffold_14	gene_body	1032294	1051992	86693	Nvec_vc1.1_XM_048721070.1
NVE3883	scaffold_14	gene_body	1279958	1316792	30104	Nvec_vc1.1_XM_032364382.2
NVE3900	scaffold_14	gene_body	1476971	1507115	86728	Nvec_vc1.1_XM_048720696.1
NVE4665	scaffold_15	gene_body	544746	555144	59997	Nvec_vc1.1_XM_048731832.1
NVE4691	scaffold_15	gene_body	838743	852373	64326	Nvec_vc1.1_XM_048731725.1
NVE5446	scaffold_16	gene_body	754291	777599	87445	Nvec_vc1.1_XM_032363979.2
NVE6214	scaffold_17	gene_body	1048896	1083510	87895	Nvec_vc1.1_XM_032363870.2
NVE6908	scaffold_18	gene_body	984004	997792	88242	Nvec_vc1.1_XM_001638857.3
NVE6908	scaffold_18	gene_body	984004	997792	88242	Nvec_vc1.1_XM_001638857.3
NVE6908	scaffold_18	gene_body	984004	997792	88242	Nvec_vc1.1_XM_001638857.3
NVE6915	scaffold_18	gene_body	1096310	1106032	88486	Nvec_vc1.1_XM_001638802.3
NVE7460	scaffold_19	gene_body	213942	308890	200034	Nvec_vc1.1_XM_032363362.2
NVE7460	scaffold_19	gene_body	213942	308890	200034	Nvec_vc1.1_XM_048725417.1
NVE7460	scaffold_19	gene_body	213942	308890	200034	Nvec_vc1.1_XM_048725417.1
NVE7460	scaffold_19	gene_body	213942	308890	200034	Nvec_vc1.1_XM_048725425.1
NVE7460	scaffold_19	gene_body	213942	308890	200034	Nvec_vc1.1_XM_048725417.1
NVE7470	scaffold_19	gene_body	341681	374518	88690	Nvec_vc1.1_XM_048721591.1
NVE7481	scaffold_19	gene_body	503695	521839	88731	Nvec_vc1.1_XM_048721849.1
NVE7498	scaffold_19	gene_body	740137	777399	88877	Nvec_vc1.1_XM_048721509.1
NVE7498	scaffold_19	gene_body	740137	777399	88877	Nvec_vc1.1_XM_048721509.1
NVE7535	scaffold_19	gene_body	1306500	1328488	66221	Nvec_vc1.1_XM_048721412.1
NVE8262	scaffold_20	gene_body	32793	55535	200164	Nvec_vc1.1_XM_048725417.1
NVE8270	scaffold_20	gene_body	145006	147920	239788	Nvec_vc1.1_XM_032363373.2
NVE8293	scaffold_20	gene_body	332877	356798	200196	Nvec_vc1.1_XM_048724588.1
NVE8345	scaffold_20	gene_body	837943	842864	89019	Nvec_vc1.1_XM_032363418.2
NVE8362	scaffold_20	gene_body	1029201	1047877	88954	Nvec_vc1.1_XM_048724801.1
NVE8362	scaffold_20	gene_body	1029201	1047877	88954	Nvec_vc1.1_XM_048724801.1
NVE8370	scaffold_20	gene_body	1120421	1137150	161349	Nvec_vc1.1_XM_048725737.1
NVE8894	scaffold_21	gene_body	768132	783110	239897	Nvec_vc1.1_XM_048720774.1
NVE9425	scaffold_22	gene_body	338257	343795	200525	Nvec_vc1.1_XM_001638345.3
NVE9477	scaffold_22	gene_body	931820	948629	89846	Nvec_vc1.1_XM_048734170.1
NVE9492	scaffold_22	gene_body	1158796	1173090	239975	Nvec_vc1.1_XM_048734225.1
NVE9502	scaffold_22	gene_body	1298116	1308465	200609	Nvec_vc1.1_XM_048734570.1
NVE9510	scaffold_22	gene_body	1427935	1474749	89911	Nvec_vc1.1_XM_048729321.1
NVE9510	scaffold_22	gene_body	1427935	1474749	89911	Nvec_vc1.1_XM_048729321.1
NVE9889	scaffold_23	gene_body	136336	161540	90246	Nvec_vc1.1_XM_032362858.2
NVE9937	scaffold_23	gene_body	785878	807922	90077	Nvec_v1g90077
NVE9951	scaffold_23	gene_body	1045509	1070093	90006	Nvec_vc1.1_XM_032362893.2
NVE9951	scaffold_23	gene_body	1045509	1070093	90006	Nvec_vc1.1_XM_032362893.2
NVE9951	scaffold_23	gene_body	1045509	1070093	90006	Nvec_vc1.1_XM_032362893.2
NVE9970	scaffold_23	gene_body	1337182	1342316	200758	Nvec_vc1.1_XM_001638250.3
NVE9977	scaffold_23	gene_body	1383084	1404656	90329	Nvec_vc1.1_XM_032363021.2
NVE10383	scaffold_24	gene_body	761351	774296	200866	Nvec_vc1.1_XM_048732478.1
NVE10403	scaffold_24	gene_body	954208	964156	200880	Nvec_vc1.1_XM_048732422.1
NVE10431	scaffold_24	gene_body	1328542	1372680	200919	Nvec_vc1.1_XM_032362801.2
NVE10431	scaffold_24	gene_body	1328542	1372680	200919	Nvec_vc1.1_XM_032362667.1
NVE10431	scaffold_24	gene_body	1328542	1372680	200919	Nvec_vc1.1_XM_032362667.1
NVE10859	scaffold_25	gene_body	954352	963273	240153	Nvec_vc1.1_XM_032362519.2
NVE10880	scaffold_25	gene_body	1173760	1207824	90817	Nvec_vc1.1_XM_048721098.1
NVE10882	scaffold_25	gene_body	1240021	1246179	90876	Nvec_vc1.1_XM_032362554.2
NVE10889	scaffold_25	gene_body	1312167	1340354	161912	Nvec_vc1.1_XM_032362576.2
NVE10895	scaffold_25	gene_body	1423475	1439926	201060	Nvec_vc1.1_XM_048721230.1
NVE10896	scaffold_25	gene_body	1442127	1449220	236565	Nvec_vc1.1_XM_048721223.1
NVE10898	scaffold_25	gene_body	1453597	1460951	240186	Nvec_vc1.1_XM_001637979.3
NVE11240	scaffold_26	gene_body	195118	205372	240206	Nvec_vc1.1_XM_048721989.1
NVE11291	scaffold_26	gene_body	739549	751360	201150	Nvec_vc1.1_XM_032362377.2
NVE11299	scaffold_26	gene_body	801181	830484	201155	Nvec_vc1.1_XM_048724265.1
NVE11696	scaffold_27	gene_body	211	13412	162091	Nvec_vc1.1_XM_048733316.1
NVE11704	scaffold_27	gene_body	82346	95610	162096	Nvec_vc1.1_XM_032362295.2
NVE11707	scaffold_27	gene_body	116773	126425	240295	Nvec_vc1.1_XM_001637728.3
NVE11734	scaffold_27	gene_body	685512	702649	240307	Nvec_vc1.1_XM_032362212.2
NVE11738	scaffold_27	gene_body	743720	771861	91491	Nvec_vc1.1_XM_032362309.2
NVE11743	scaffold_27	gene_body	799882	846464	91657	Nvec_vc1.1_XM_048727558.1
NVE12155	scaffold_28	gene_body	960789	985303	201470	Nvec_vc1.1_XM_032362102.2
NVE12164	scaffold_28	gene_body	1047373	1090400	201477	Nvec_v1g91790
NVE12164	scaffold_28	gene_body	1047373	1090400	201477	Nvec_v1g91934
NVE12164	scaffold_28	gene_body	1047373	1090400	201477	Nvec_vc1.1_XM_032362123.2
NVE12164	scaffold_28	gene_body	1047373	1090400	201477	Nvec_vc1.1_XM_032362123.2
NVE12173	scaffold_28	gene_body	1140273	1239577	240406	Nvec_vc1.1_XM_048727498.1
NVE12173	scaffold_28	gene_body	1140273	1239577	240406	Nvec_vc1.1_XM_048727498.1
NVE12173	scaffold_28	gene_body	1140273	1239577	240406	Nvec_vc1.1_XM_048727498.1
NVE12173	scaffold_28	gene_body	1140273	1239577	240406	Nvec_vc1.1_XM_048727498.1
NVE12173	scaffold_28	gene_body	1140273	1239577	240406	Nvec_vc1.1_XM_048727498.1
NVE12485	scaffold_29	gene_body	167896	185371	92285	Nvec_vc1.1_XM_032362047.2
NVE12542	scaffold_29	gene_body	1069293	1076841	92234	Nvec_vc1.1_XM_048734109.1
NVE13052	scaffold_30	gene_body	81146	103115	92306	Nvec_vc1.1_XM_032361835.2
NVE13168	scaffold_30	gene_body	1276582	1294800	232231	Nvec_vc1.1_XM_032361853.2
NVE13168	scaffold_30	gene_body	1276582	1294800	232231	Nvec_vc1.1_XM_032361853.2
NVE13564	scaffold_31	gene_body	732359	754129	240570	Nvec_vc1.1_XM_048732495.1
NVE13564	scaffold_31	gene_body	732359	754129	240570	Nvec_vc1.1_XM_048732495.1
NVE13858	scaffold_32	gene_body	186431	214521	93222	Nvec_vc1.1_XM_048728336.1
NVE13890	scaffold_32	gene_body	518286	543027	93134	Nvec_vc1.1_XM_032387125.2
NVE13891	scaffold_32	gene_body	543666	552230	202038	Nvec_vc1.1_XM_032387133.2
NVE13944	scaffold_32	gene_body	949661	977276	93074	Nvec_vc1.1_XM_032387167.2
NVE13944	scaffold_32	gene_body	949661	977276	93074	Nvec_vc1.1_XM_032387164.2
NVE13944	scaffold_32	gene_body	949661	977276	93074	Nvec_vc1.1_XM_032387164.2
NVE13988	scaffold_32	gene_body	1338618	1396079	240687	Nvec_vc1.1_XM_048725725.1
NVE13988	scaffold_32	gene_body	1338618	1396079	240687	Nvec_vc1.1_XM_048725725.1
NVE14190	scaffold_33	gene_body	92816	122469	202173	Nvec_vc1.1_XM_032387090.2
NVE14210	scaffold_33	gene_body	297811	305356	No data	Nvec_vc1.1_XM_048720703.1
NVE14231	scaffold_33	gene_body	532667	547381	93577	Nvec_vc1.1_XM_001636971.3
NVE14237	scaffold_33	gene_body	595007	622601	202226	Nvec_vc1.1_XM_048725049.1
NVE14273	scaffold_33	gene_body	910984	960248	162805	Nvec_vc1.1_XM_032386948.2
NVE14538	scaffold_34	gene_body	211323	222384	39219	Nvec_vc1.1_XM_001636903.3
NVE14553	scaffold_34	gene_body	420280	432858	240779	Nvec_vc1.1_XM_032386911.2
NVE14571	scaffold_34	gene_body	616080	646755	ENSRNA022756584	Nvec_vc1.1_XM_032386807.2
NVE14575	scaffold_34	gene_body	649757	676575	93878	Nvec_vc1.1_XM_032386997.2
NVE14575	scaffold_34	gene_body	649757	676575	93878	Nvec_vc1.1_XM_032386808.2
NVE14928	scaffold_35	gene_body	1085027	1116296	232297	Nvec_vc1.1_XM_032386760.2
NVE14928	scaffold_35	gene_body	1085027	1116296	232297	Nvec_vc1.1_XM_032386760.2
NVE15182	scaffold_36	gene_body	448737	484519	59988	Nvec_vc1.1_XM_048721752.1
NVE15182	scaffold_36	gene_body	448737	484519	59988	Nvec_vc1.1_XM_048721752.1
NVE15195	scaffold_36	gene_body	691326	699415	240887	Nvec_vc1.1_XM_001636691.3
NVE15214	scaffold_36	gene_body	841806	863254	45938	Nvec_vc1.1_XM_032386560.2
NVE15514	scaffold_37	gene_body	986618	992982	240964	Nvec_vc1.1_XM_032386412.2
NVE15768	scaffold_38	gene_body	15176	30170	202773	Nvec_vc1.1_XM_032386250.2
NVE15779	scaffold_38	gene_body	115951	122955	94938	Nvec_vc1.1_XM_032386329.2
NVE15841	scaffold_38	gene_body	768347	788450	202860	Nvec_vc1.1_XM_048733419.1
NVE16070	scaffold_39	gene_body	257779	295007	241067	Nvec_vc1.1_XM_048727258.1
NVE16070	scaffold_39	gene_body	257779	295007	241067	Nvec_vc1.1_XM_048727258.1
NVE16070	scaffold_39	gene_body	257779	295007	241067	Nvec_vc1.1_XM_048727258.1
NVE16090	scaffold_39	gene_body	568958	622422	163356	Nvec_vc1.1_XM_048725946.1
NVE16139	scaffold_39	gene_body	1181759	1183837	No data	Nvec_NVE16139
NVE16138	scaffold_39	gene_body	1177166	1188072	203024	Nvec_vc1.1_XM_032386105.2
NVE16829	scaffold_41	gene_body	442966	448715	No data	Nvec_NVE16829
NVE16837	scaffold_41	gene_body	575529	602713	241186	Nvec_vc1.1_XM_032385897.2
NVE16862	scaffold_41	gene_body	974756	1017409	232363	Nvec_vc1.1_XM_032385925.2
NVE16870	scaffold_41	gene_body	1043385	1056370	70520	Nvec_NVE16870
NVE17099	scaffold_42	gene_body	701093	748240	203353	Nvec_vc1.1_XM_032385828.2
NVE17099	scaffold_42	gene_body	701093	748240	203353	Nvec_vc1.1_XM_032385828.2
NVE17099	scaffold_42	gene_body	701093	748240	203353	Nvec_vc1.1_XM_048730324.1
NVE17099	scaffold_42	gene_body	701093	748240	203353	Nvec_vc1.1_XM_048730324.1
NVE17099	scaffold_42	gene_body	701093	748240	203353	Nvec_vc1.1_XM_032385828.2
NVE17107	scaffold_42	gene_body	850901	861863	203371	Nvec_vc1.1_XM_032385841.2
NVE17108	scaffold_42	gene_body	865980	896148	96243	Nvec_vc1.1_XM_048730307.1
NVE17108	scaffold_42	gene_body	865980	896148	96243	Nvec_vc1.1_XM_048730677.1
NVE17335	scaffold_43	gene_body	317809	332707	96465	Nvec_vc1.1_XM_001635979.3
NVE17335	scaffold_43	gene_body	317809	332707	96465	Nvec_vc1.1_XM_001635978.3
NVE17336	scaffold_43	gene_body	338987	344097	No data	Nvec_vc1.1_XM_001635979.3
NVE17337	scaffold_43	gene_body	353051	373209	96403	Nvec_vc1.1_XM_032385697.2
NVE17337	scaffold_43	gene_body	353051	373209	96403	Nvec_vc1.1_XM_032385697.2
NVE17373	scaffold_43	gene_body	755791	772715	21340	Nvec_vc1.1_XM_032385660.2
NVE17400	scaffold_43	gene_body	1057403	1066941	96464	Nvec_vc1.1_XM_032385672.2
NVE17409	scaffold_43	gene_body	1154846	1164661	34324	Nvec_vc1.1_XM_032385685.2
NVE17570	scaffold_44	gene_body	8386	94847	96749	Nvec_vc1.1_XM_032385457.2
NVE17570	scaffold_44	gene_body	8386	94847	96749	Nvec_vc1.1_XM_032385457.2
NVE17570	scaffold_44	gene_body	8386	94847	96749	Nvec_vc1.1_XM_032385457.2
NVE17570	scaffold_44	gene_body	8386	94847	96749	Nvec_vc1.1_XM_032385457.2
NVE17579	scaffold_44	gene_body	142806	155750	163820	Nvec_vc1.1_XM_048722179.1
NVE17685	scaffold_44	gene_body	1022180	1046554	174	Nvec_vc1.1_XM_032385492.2
NVE17685	scaffold_44	gene_body	1022180	1046554	174	Nvec_vc1.1_XM_032385492.2
NVE17685	scaffold_44	gene_body	1022180	1046554	174	Nvec_vc1.1_XM_032385492.2
NVE17685	scaffold_44	gene_body	1022180	1046554	174	Nvec_vc1.1_XM_032385492.2
NVE17698	scaffold_44	gene_body	1154068	1166905	96973	Nvec_vc1.1_XM_032385601.2
NVE17813	scaffold_45	gene_body	30327	44245	163941	Nvec_vc1.1_XM_032385385.2
NVE17861	scaffold_45	gene_body	658502	675042	97084	Nvec_vc1.1_XM_048722697.1
NVE18026	scaffold_46	gene_body	157156	168100	97511	Nvec_vc1.1_XM_032385251.2
NVE18037	scaffold_46	gene_body	287838	310600	71964	Nvec_vc1.1_XM_032385285.2
NVE18037	scaffold_46	gene_body	287838	310600	71964	Nvec_vc1.1_XM_032385285.2
NVE18051	scaffold_46	gene_body	405159	442278	164057	Nvec_vc1.1_XM_032385204.2
NVE18092	scaffold_46	gene_body	835765	850123	97664	Nvec_vc1.1_XM_032385241.2
NVE18100	scaffold_46	gene_body	898456	911310	183341	Nvec_vc1.1_XM_048724407.1
NVE18283	scaffold_47	gene_body	342428	357029	97785	Nvec_vc1.1_XM_048732447.1
NVE18323	scaffold_47	gene_body	978822	984796	204045	Nvec_vc1.1_XM_001635488.3
NVE18474	scaffold_48	gene_body	80296	108560	98014	Nvec_vc1.1_XM_048731618.1
NVE18696	scaffold_49	gene_body	250131	275410	98367	Nvec_vc1.1_XM_032384867.2
NVE19225	scaffold_50	gene_body	992202	1003654	No data	Nvec_NVE19225
NVE19227	scaffold_50	gene_body	1013823	1022281	98484	Nvec_vc1.1_XM_032384821.2
NVE19367	scaffold_51	gene_body	424915	432030	241767	Nvec_v1g241767
NVE19514	scaffold_52	gene_body	79507	99585	99119	Nvec_vc1.1_XM_032384581.2
NVE19531	scaffold_52	gene_body	267287	290050	99263	Nvec_vc1.1_XM_048730406.1
NVE19592	scaffold_52	gene_body	864701	898155	241853	Nvec_vc1.1_XM_032384496.2
NVE19592	scaffold_52	gene_body	864701	898155	241853	Nvec_vc1.1_XM_048729732.1
NVE19592	scaffold_52	gene_body	864701	898155	241853	Nvec_vc1.1_XM_048729732.1
NVE19611	scaffold_52	gene_body	1082563	1099534	99284	Nvec_vc1.1_XM_048729865.1
NVE19823	scaffold_53	gene_body	1024412	1047219	99499	Nvec_vc1.1_XM_032384392.2
NVE19823	scaffold_53	gene_body	1024412	1047219	99499	Nvec_vc1.1_XM_032384415.2
NVE19823	scaffold_53	gene_body	1024412	1047219	99499	Nvec_vc1.1_XM_032384415.2
NVE19939	scaffold_54	gene_body	395156	418516	241960	Nvec_vc1.1_XM_048734731.1
NVE19942	scaffold_54	gene_body	438596	473540	99757	Nvec_vc1.1_XM_032384325.2
NVE19966	scaffold_54	gene_body	755672	767210	23923	Nvec_vc1.1_XM_048734608.1
NVE20107	scaffold_55	gene_body	285319	301487	242002	Nvec_vc1.1_XM_032384233.2
NVE20172	scaffold_55	gene_body	771383	790897	100030	Nvec_vc1.1_XM_048729055.1
NVE20276	scaffold_56	gene_body	18096	34416	205039	Nvec_vc1.1_XM_048734606.1
